school_id,academic_year,grade_level,average_score,attendance_percentage,dropout_risk_flag
SCH_0008,2024,11.0,,,
SCH_0108,2019,,,65.01,
SCH_0056,2021,11.0,,76.09,
SCH_0024,2023,10.0,63.11,,
SCH_0102,2019,11.0,62.97,,
SCH_0111,2019,9.0,40.38,,
SCH_0041,2020,7.0,41.07,89.88,1.0
SCH_0115,2024,8.0,83.62,93.19,0.0
SCH_0006,2021,,,,
SCH_0084,2020,1.0,93.66,,
SCH_0063,2023,,67.81,,
SCH_0034,2021,7.0,75.76,78.15,0.0
SCH_0104,2020,1.0,47.14,,
SCH_0028,2024,11.0,79.27,67.94,1.0
SCH_0013,2022,10.0,50.54,87.1,1.0
SCH_0106,2020,4.0,,,
SCH_0041,2024,4.0,,,
SCH_0022,2021,3.0,,61.65,
SCH_0008,2019,9.0,90.21,,
SCH_0109,2021,,86.7,83.13,0.0
SCH_0021,2024,3.0,78.5,68.2,1.0
SCH_0038,2020,8.0,69.35,89.66,0.0
SCH_0078,2023,4.0,,,
SCH_0066,2019,3.0,53.82,74.5,0.0
SCH_0091,2022,12.0,,78.97,
SCH_0107,2021,,,73.83,
SCH_0049,2021,12.0,,,
SCH_0053,2019,8.0,,,
SCH_0086,2019,2.0,,79.91,
SCH_0059,2021,1.0,78.03,66.08,1.0
SCH_0029,2024,3.0,92.88,84.32,0.0
SCH_0110,2022,4.0,52.06,,
SCH_0066,2020,8.0,,81.38,
SCH_0073,2021,4.0,,99.25,
SCH_0078,2024,,,90.05,
SCH_0007,2023,4.0,68.79,82.67,0.0
SCH_0067,2023,12.0,,,
SCH_0103,2020,4.0,93.65,,
SCH_0076,2019,2.0,49.76,,
SCH_0048,2021,2.0,81.12,81.82,0.0
SCH_0015,2020,2.0,43.68,61.07,1.0
SCH_0018,2019,5.0,72.71,,
SCH_0075,2019,8.0,81.48,,
SCH_0014,2019,2.0,,76.32,
SCH_0102,2023,,55.47,,
SCH_0063,2023,3.0,80.94,,
SCH_0117,2020,11.0,,64.51,
SCH_0097,2021,12.0,,74.28,
SCH_0108,2023,7.0,41.76,,
SCH_0015,2019,6.0,70.47,,
SCH_0055,2024,6.0,89.89,94.86,0.0
SCH_0060,2020,1.0,,,
SCH_0023,2021,11.0,,72.14,
SCH_0110,2023,9.0,40.61,98.55,1.0
SCH_0009,2022,8.0,,,
SCH_0113,2023,7.0,,66.51,
SCH_0094,2020,7.0,82.2,85.71,0.0
SCH_0070,2023,11.0,,99.24,
SCH_0092,2024,5.0,62.98,,
SCH_0028,2020,9.0,92.34,73.09,0.0
SCH_0016,2024,,85.77,,
SCH_0032,2019,3.0,77.72,80.0,0.0
SCH_0025,2024,7.0,,94.17,
SCH_0080,2019,11.0,85.46,,
SCH_0016,2020,4.0,59.86,,
SCH_0073,2022,12.0,,,
SCH_0074,2022,10.0,,85.69,
SCH_0098,2021,9.0,,93.55,
SCH_0089,2023,10.0,,86.23,
SCH_0026,2023,7.0,,97.96,
SCH_0037,2024,12.0,,89.18,
SCH_0075,2019,,,,
SCH_0080,2024,1.0,,85.64,
SCH_0081,2021,5.0,47.21,76.02,1.0
SCH_0120,2021,4.0,62.15,,
SCH_0055,2021,3.0,60.94,,
SCH_0051,2024,5.0,,97.54,
SCH_0029,2019,10.0,,68.91,
SCH_0010,2022,1.0,,93.33,
SCH_0020,2021,2.0,69.15,,
SCH_0107,2020,12.0,63.9,,
SCH_0090,2024,12.0,89.57,,
SCH_0119,2020,6.0,75.52,92.01,0.0
SCH_0020,2023,,67.62,,
SCH_0073,2024,6.0,,68.91,
SCH_0043,2020,5.0,,95.09,
SCH_0025,2022,12.0,60.83,95.0,0.0
SCH_0062,2019,11.0,,96.79,
SCH_0113,2022,12.0,88.62,,
SCH_0003,2024,,66.08,92.74,0.0
SCH_0005,2024,4.0,,,
SCH_0013,2024,1.0,,,
SCH_0007,2019,12.0,,,
SCH_0113,2020,12.0,,88.23,
SCH_0031,2023,,59.25,,
SCH_0076,2020,10.0,91.21,,
SCH_0020,2019,,,,
SCH_0037,2021,10.0,,,
SCH_0075,2019,4.0,60.74,,
SCH_0020,2022,10.0,53.38,,
SCH_0119,2023,5.0,50.3,91.06,1.0
SCH_0111,2023,3.0,48.91,,
SCH_0118,2024,7.0,,79.71,
SCH_0110,2019,9.0,,72.95,
SCH_0055,2023,,,,
SCH_0023,2022,8.0,,89.21,
SCH_0013,2022,1.0,,,
SCH_0117,2024,8.0,,96.03,
SCH_0058,2024,4.0,49.22,,
SCH_0116,2023,10.0,44.47,74.52,1.0
SCH_0113,2024,8.0,,79.76,
SCH_0070,2021,1.0,,70.82,
SCH_0113,2021,4.0,,,
SCH_0089,2021,6.0,,,
SCH_0007,2019,6.0,52.96,,
SCH_0112,2023,,,96.52,
SCH_0120,2022,6.0,60.61,99.99,0.0
SCH_0082,2020,12.0,,,
SCH_0092,2022,2.0,,,
SCH_0032,2023,2.0,73.09,,
SCH_0049,2023,4.0,,,
SCH_0115,2024,5.0,,,
SCH_0085,2019,,73.64,81.82,0.0
SCH_0072,2023,6.0,,,
SCH_0048,2024,7.0,,,
SCH_0055,2023,7.0,78.86,80.6,0.0
SCH_0020,2019,11.0,,69.46,
SCH_0076,2021,10.0,,,
SCH_0112,2023,8.0,,,
SCH_0022,2022,7.0,,,
SCH_0043,2022,2.0,,81.19,
SCH_0015,2021,3.0,,91.09,
SCH_0081,2024,12.0,,61.33,
SCH_0062,2020,12.0,,,
SCH_0058,2022,9.0,,95.02,
SCH_0020,2024,8.0,64.01,,
SCH_0084,2019,9.0,,67.37,
SCH_0102,2024,6.0,79.21,,
SCH_0063,2022,9.0,,81.91,
SCH_0095,2022,2.0,78.19,,
SCH_0006,2021,6.0,,,
SCH_0062,2020,4.0,68.18,61.99,1.0
SCH_0062,2020,12.0,,,
SCH_0100,2020,3.0,,,
SCH_0078,2021,3.0,56.52,,
SCH_0026,2019,5.0,59.37,72.33,0.0
SCH_0073,2024,1.0,51.49,74.22,1.0
SCH_0011,2024,8.0,,67.99,
SCH_0104,2023,5.0,,,
SCH_0041,2023,,,90.92,
SCH_0044,2020,7.0,63.18,,
SCH_0088,2024,12.0,,83.67,
SCH_0051,2022,2.0,,,
SCH_0037,2023,7.0,,77.28,
SCH_0071,2020,,,,
SCH_0004,2021,9.0,,89.29,
SCH_0081,2020,3.0,,85.21,
SCH_0116,2023,12.0,82.86,,
SCH_0090,2021,7.0,,89.96,
SCH_0092,2023,6.0,48.89,,
SCH_0047,2019,4.0,,,
SCH_0061,2019,5.0,,89.17,
SCH_0025,2023,12.0,79.97,86.19,0.0
SCH_0108,2022,10.0,,,
SCH_0015,2019,8.0,,85.09,
SCH_0071,2021,,85.58,,
SCH_0092,2023,,,,
SCH_0054,2021,11.0,86.61,,
SCH_0082,2023,5.0,,,
SCH_0074,2020,12.0,,,
SCH_0048,2021,8.0,56.01,94.77,0.0
SCH_0112,2024,7.0,53.0,,
SCH_0094,2020,6.0,,89.32,
SCH_0106,2019,11.0,72.62,,
SCH_0053,2021,8.0,67.7,90.35,0.0
SCH_0008,2022,3.0,,79.47,
SCH_0040,2020,6.0,64.1,,
SCH_0080,2019,3.0,,,
SCH_0029,2021,,,,
SCH_0119,2021,6.0,75.62,70.9,1.0
SCH_0079,2022,11.0,40.31,,
SCH_0076,2024,1.0,86.14,,
SCH_0065,2022,3.0,51.08,90.69,1.0
SCH_0063,2023,7.0,66.96,90.15,0.0
SCH_0038,2022,12.0,66.27,99.93,0.0
SCH_0068,2024,3.0,,87.13,
SCH_0004,2019,1.0,,,
SCH_0072,2024,,62.64,,
SCH_0061,2024,11.0,,83.14,
SCH_0017,2023,10.0,,,
SCH_0072,2020,9.0,,,
SCH_0108,2022,,,,
SCH_0040,2024,2.0,,72.16,
SCH_0081,2020,6.0,,64.26,
SCH_0058,2023,3.0,,92.38,
SCH_0006,2022,12.0,62.98,,
SCH_0052,2020,9.0,80.65,96.2,0.0
SCH_0089,2024,10.0,49.11,,
SCH_0062,2019,9.0,82.35,89.59,0.0
SCH_0073,2023,1.0,68.99,67.53,1.0
SCH_0111,2020,12.0,,,
SCH_0012,2022,5.0,88.48,,
SCH_0105,2023,6.0,,88.11,
SCH_0093,2023,9.0,41.99,78.78,1.0
SCH_0108,2022,12.0,,,
SCH_0028,2021,,73.7,,
SCH_0018,2023,6.0,,69.27,
SCH_0100,2024,6.0,,,
SCH_0112,2020,3.0,54.51,,
SCH_0004,2020,7.0,,,
SCH_0053,2024,,,,
SCH_0112,2019,4.0,75.94,67.72,1.0
SCH_0070,2020,9.0,,70.19,
SCH_0008,2021,12.0,82.39,93.67,0.0
SCH_0097,2022,,84.38,92.13,0.0
SCH_0104,2024,7.0,55.09,,
SCH_0017,2021,3.0,,,
SCH_0024,2024,8.0,,74.51,
SCH_0033,2022,6.0,,92.75,
SCH_0013,2024,2.0,,,
SCH_0023,2023,11.0,,80.51,
SCH_0101,2022,,72.06,,
SCH_0109,2024,5.0,,92.79,
SCH_0057,2020,7.0,76.5,,
SCH_0009,2019,4.0,,76.42,
SCH_0090,2021,9.0,,76.58,
SCH_0054,2023,10.0,47.5,68.66,1.0
SCH_0010,2019,3.0,65.2,,
SCH_0026,2020,3.0,54.67,61.48,1.0
SCH_0087,2020,4.0,84.52,,
SCH_0069,2019,9.0,43.46,65.1,1.0
SCH_0052,2021,9.0,69.63,,
SCH_0007,2020,1.0,,,
SCH_0050,2024,6.0,70.07,,
SCH_0092,2020,1.0,41.35,,
SCH_0106,2019,2.0,,73.7,
SCH_0024,2022,12.0,,68.79,
SCH_0120,2020,3.0,,93.54,
SCH_0068,2020,1.0,85.76,,
SCH_0073,2022,8.0,,87.21,
SCH_0012,2022,10.0,69.05,76.88,0.0
SCH_0081,2021,9.0,,,
SCH_0060,2022,1.0,,80.92,
SCH_0082,2022,2.0,53.89,,
SCH_0059,2021,10.0,91.74,64.78,1.0
SCH_0009,2024,5.0,49.55,76.4,1.0
SCH_0071,2022,7.0,,,
SCH_0100,2024,,,,
SCH_0071,2023,8.0,67.76,,
SCH_0116,2024,11.0,,,
SCH_0061,2023,2.0,,,
SCH_0004,2023,8.0,64.91,67.59,1.0
SCH_0089,2023,5.0,67.42,82.9,0.0
SCH_0039,2022,7.0,,90.27,
SCH_0071,2023,7.0,81.58,,
SCH_0029,2022,,,75.11,
SCH_0056,2020,11.0,61.81,88.56,0.0
SCH_0082,2023,5.0,52.31,72.41,0.0
SCH_0003,2021,12.0,62.67,99.51,0.0
SCH_0001,2024,2.0,,61.39,
SCH_0113,2021,11.0,,,
SCH_0002,2023,9.0,,95.68,
SCH_0058,2020,11.0,,,
SCH_0003,2019,12.0,,80.84,
SCH_0046,2023,6.0,,,
SCH_0060,2021,9.0,91.45,69.37,1.0
SCH_0014,2022,10.0,,63.52,
SCH_0013,2024,5.0,56.53,,
SCH_0005,2021,,,67.4,
SCH_0017,2020,9.0,,81.42,
SCH_0027,2019,8.0,,,
SCH_0041,2024,11.0,43.35,,
SCH_0069,2024,2.0,,,
SCH_0007,2024,6.0,40.5,,
SCH_0117,2024,,73.94,72.4,0.0
SCH_0074,2021,11.0,43.88,,
SCH_0012,2024,4.0,,,
SCH_0016,2020,7.0,86.07,,
SCH_0069,2024,5.0,81.8,60.35,1.0
SCH_0067,2023,2.0,62.99,,
SCH_0055,2024,10.0,,63.12,
SCH_0030,2023,1.0,,62.15,
SCH_0049,2020,4.0,56.92,,
SCH_0030,2022,7.0,76.17,,
SCH_0037,2023,,,,
SCH_0035,2023,6.0,,65.23,
SCH_0109,2019,12.0,42.07,,
SCH_0079,2024,6.0,68.86,,
SCH_0101,2022,7.0,93.57,94.61,0.0
SCH_0064,2021,8.0,87.24,,
SCH_0092,2022,7.0,,90.41,
SCH_0073,2020,11.0,,78.58,
SCH_0041,2023,2.0,84.95,,
SCH_0087,2020,2.0,42.65,,
SCH_0006,2024,1.0,,63.49,
SCH_0041,2024,,64.04,,
SCH_0069,2020,10.0,,,
SCH_0055,2020,,,,
SCH_0061,2023,11.0,,,
SCH_0017,2022,1.0,,,
SCH_0110,2022,3.0,,96.57,
SCH_0018,2022,2.0,,65.36,
SCH_0098,2022,7.0,71.75,,
SCH_0020,2021,12.0,65.22,70.94,1.0
SCH_0104,2021,5.0,49.06,78.78,1.0
SCH_0111,2023,4.0,94.1,,
SCH_0066,2021,,76.12,71.79,1.0
SCH_0056,2024,2.0,92.61,86.24,0.0
SCH_0008,2022,7.0,71.35,92.4,0.0
SCH_0060,2022,,,,
SCH_0080,2022,5.0,,,
SCH_0076,2023,11.0,,92.07,
SCH_0080,2020,2.0,78.92,,
SCH_0059,2021,6.0,,69.53,
SCH_0119,2024,1.0,,,
SCH_0053,2024,6.0,87.56,87.03,0.0
SCH_0077,2022,3.0,84.75,87.38,0.0
SCH_0028,2021,,,84.81,
SCH_0078,2022,6.0,,,
SCH_0100,2019,8.0,,,
SCH_0021,2021,6.0,,76.4,
SCH_0076,2020,1.0,,,
SCH_0048,2023,2.0,46.5,91.52,1.0
SCH_0099,2024,2.0,,,
SCH_0050,2023,9.0,40.67,93.89,1.0
SCH_0097,2020,,54.69,,
SCH_0110,2021,1.0,66.76,74.56,0.0
SCH_0114,2019,11.0,54.91,,
SCH_0031,2021,6.0,72.42,64.83,1.0
SCH_0108,2023,1.0,79.25,,
SCH_0117,2019,9.0,50.26,,
SCH_0018,2019,3.0,,,
SCH_0101,2022,,,,
SCH_0005,2023,2.0,,72.64,
SCH_0057,2022,2.0,,85.5,
SCH_0018,2024,,90.92,84.49,0.0
SCH_0028,2022,,,97.74,
SCH_0116,2024,11.0,,,
SCH_0060,2024,9.0,,80.42,
SCH_0049,2021,6.0,72.99,88.24,0.0
SCH_0103,2022,7.0,,,
SCH_0089,2023,12.0,52.02,,
SCH_0002,2023,2.0,78.39,,
SCH_0038,2019,,,69.64,
SCH_0107,2022,12.0,51.78,,
SCH_0108,2024,3.0,77.32,94.74,0.0
SCH_0057,2019,8.0,,74.66,
SCH_0091,2024,10.0,75.67,66.05,1.0
SCH_0040,2024,4.0,93.19,,
SCH_0092,2022,5.0,57.87,,
SCH_0002,2022,9.0,,80.41,
SCH_0030,2021,3.0,63.55,66.54,1.0
SCH_0059,2022,10.0,43.95,85.34,1.0
SCH_0063,2020,12.0,64.53,80.36,0.0
SCH_0031,2020,4.0,,,
SCH_0015,2024,5.0,,,
SCH_0113,2020,8.0,79.85,,
SCH_0005,2022,4.0,,,
SCH_0100,2024,3.0,41.33,93.08,1.0
SCH_0070,2019,4.0,84.07,,
SCH_0045,2024,6.0,,,
SCH_0086,2021,9.0,88.85,,
SCH_0072,2020,12.0,56.4,96.94,0.0
SCH_0096,2022,12.0,42.95,85.15,1.0
SCH_0016,2019,9.0,,,
SCH_0051,2020,11.0,,,
SCH_0114,2023,6.0,63.73,81.2,0.0
SCH_0001,2022,8.0,70.22,,
SCH_0080,2020,4.0,80.16,74.35,0.0
SCH_0041,2022,5.0,58.35,88.63,0.0
SCH_0105,2024,6.0,,75.6,
SCH_0006,2024,2.0,,,
SCH_0063,2020,10.0,,,
SCH_0043,2023,4.0,,,
SCH_0041,2021,10.0,69.82,,
SCH_0005,2024,3.0,41.63,78.68,1.0
SCH_0120,2022,4.0,,89.33,
SCH_0025,2021,12.0,57.01,91.4,0.0
SCH_0054,2020,7.0,,87.17,
SCH_0008,2021,,94.05,,
SCH_0097,2021,6.0,,,
SCH_0101,2022,10.0,,,
SCH_0002,2024,10.0,70.57,,
SCH_0003,2022,12.0,,,
SCH_0006,2024,2.0,,63.0,
SCH_0027,2022,4.0,90.1,,
SCH_0009,2021,11.0,,60.16,
SCH_0106,2022,6.0,42.34,,
SCH_0047,2024,4.0,,,
SCH_0031,2021,3.0,,78.09,
SCH_0117,2019,4.0,,,
SCH_0062,2019,8.0,71.46,,
SCH_0065,2024,5.0,68.9,88.42,0.0
SCH_0115,2021,10.0,,87.26,
SCH_0088,2024,4.0,76.56,,
SCH_0081,2021,1.0,56.17,63.88,1.0
SCH_0078,2022,10.0,61.78,74.19,0.0
SCH_0063,2023,3.0,,71.46,
SCH_0021,2020,3.0,,,
SCH_0010,2024,11.0,82.37,74.74,0.0
SCH_0110,2020,8.0,,,
SCH_0106,2019,10.0,,98.32,
SCH_0115,2023,4.0,,,
SCH_0080,2021,9.0,,73.26,
SCH_0077,2022,5.0,81.85,98.72,0.0
SCH_0016,2023,2.0,,,
SCH_0039,2019,3.0,49.99,70.53,1.0
SCH_0001,2019,8.0,,,
SCH_0099,2021,4.0,69.97,,
SCH_0017,2019,4.0,85.48,98.19,0.0
SCH_0103,2021,10.0,74.3,,
SCH_0111,2019,11.0,63.28,75.14,0.0
SCH_0017,2021,9.0,53.52,,
SCH_0014,2024,1.0,,,
SCH_0079,2022,9.0,,69.0,
SCH_0086,2020,6.0,84.0,,
SCH_0065,2022,1.0,,,
SCH_0080,2021,,,76.04,
SCH_0041,2021,4.0,82.72,,
SCH_0105,2024,9.0,54.8,,
SCH_0028,2020,,,,
SCH_0102,2020,7.0,,,
SCH_0094,2019,7.0,67.39,99.02,0.0
SCH_0100,2023,10.0,40.04,95.94,1.0
SCH_0090,2022,12.0,81.3,65.54,1.0
SCH_0104,2022,5.0,,,
SCH_0042,2023,4.0,58.5,67.96,1.0
SCH_0038,2021,12.0,84.43,78.76,0.0
SCH_0016,2024,6.0,,,
SCH_0061,2024,,,70.36,
SCH_0047,2022,,84.33,91.16,0.0
SCH_0109,2021,,,71.53,
SCH_0056,2023,4.0,,67.47,
SCH_0096,2022,9.0,,73.93,
SCH_0107,2022,,49.33,80.37,1.0
SCH_0022,2021,,,95.01,
SCH_0009,2023,8.0,78.65,60.18,1.0
SCH_0046,2019,11.0,91.01,68.33,1.0
SCH_0112,2021,8.0,42.27,,
SCH_0035,2024,11.0,67.65,88.38,0.0
SCH_0067,2023,12.0,43.4,,
SCH_0061,2024,3.0,50.53,,
SCH_0024,2019,6.0,,,
SCH_0056,2024,1.0,69.36,,
SCH_0016,2023,8.0,,,
SCH_0117,2023,3.0,93.61,68.19,1.0
SCH_0096,2020,4.0,73.97,,
SCH_0045,2023,1.0,50.06,,
SCH_0097,2024,8.0,,,
SCH_0042,2020,3.0,,,
SCH_0094,2021,8.0,,60.75,
SCH_0091,2019,7.0,,91.03,
SCH_0043,2020,12.0,,89.0,
SCH_0011,2021,1.0,54.71,61.83,1.0
SCH_0113,2024,1.0,45.85,91.75,1.0
SCH_0041,2019,9.0,46.22,61.63,1.0
SCH_0110,2022,8.0,55.81,94.9,0.0
SCH_0089,2022,11.0,77.09,,
SCH_0072,2020,6.0,,80.02,
SCH_0085,2020,12.0,81.18,98.76,0.0
SCH_0088,2020,1.0,61.92,73.37,0.0
SCH_0046,2023,11.0,58.54,70.38,1.0
SCH_0098,2021,8.0,49.46,,
SCH_0091,2021,1.0,41.12,60.64,1.0
SCH_0076,2021,3.0,,,
SCH_0112,2021,2.0,,,
SCH_0005,2019,8.0,,,
SCH_0120,2020,10.0,,70.91,
SCH_0088,2022,6.0,,,
SCH_0092,2023,1.0,,70.11,
SCH_0026,2023,10.0,84.53,99.42,0.0
SCH_0101,2022,9.0,76.69,,
SCH_0081,2020,12.0,65.54,82.41,0.0
SCH_0067,2021,8.0,57.11,,
SCH_0095,2022,4.0,58.65,,
SCH_0048,2020,12.0,58.17,95.69,0.0
SCH_0014,2022,10.0,,,
SCH_0013,2020,9.0,,91.19,
SCH_0049,2021,6.0,,,
SCH_0014,2024,1.0,,82.74,
SCH_0104,2023,5.0,61.14,63.85,1.0
SCH_0059,2019,2.0,87.66,67.51,1.0
SCH_0117,2019,8.0,,,
SCH_0058,2023,1.0,,96.31,
SCH_0064,2024,7.0,,76.47,
SCH_0104,2022,1.0,75.7,77.57,0.0
SCH_0116,2024,10.0,60.25,,
SCH_0119,2020,3.0,72.74,,
SCH_0048,2020,1.0,,82.06,
SCH_0053,2024,,69.73,,
SCH_0080,2022,1.0,,78.45,
SCH_0033,2024,10.0,,,
SCH_0037,2022,10.0,,79.71,
SCH_0006,2020,11.0,77.61,74.93,0.0
SCH_0021,2023,10.0,,,
SCH_0099,2024,12.0,74.22,60.36,1.0
SCH_0082,2020,12.0,,,
SCH_0028,2020,2.0,64.22,,
SCH_0010,2024,4.0,,,
SCH_0099,2019,4.0,56.71,,
SCH_0054,2023,12.0,,,
SCH_0053,2023,7.0,,,
SCH_0064,2023,4.0,,,
SCH_0004,2020,12.0,,,
SCH_0044,2021,9.0,,69.15,
SCH_0106,2020,6.0,,94.88,
SCH_0019,2020,1.0,63.06,,
SCH_0059,2024,11.0,68.81,70.2,1.0
SCH_0062,2020,2.0,,,
SCH_0047,2024,,59.88,,
SCH_0001,2021,1.0,66.37,,
SCH_0077,2022,3.0,,,
SCH_0071,2024,5.0,,76.22,
SCH_0064,2020,1.0,46.48,99.05,1.0
SCH_0003,2019,,69.09,,
SCH_0010,2022,7.0,63.54,87.05,0.0
SCH_0006,2019,11.0,,,
SCH_0120,2020,10.0,,69.55,
SCH_0040,2021,8.0,,86.86,
SCH_0045,2022,,,77.55,
SCH_0053,2020,2.0,85.51,,
SCH_0066,2023,9.0,41.42,86.15,1.0
SCH_0119,2019,12.0,55.3,,
SCH_0022,2022,8.0,67.28,73.74,0.0
SCH_0001,2021,12.0,,,
SCH_0031,2020,7.0,,64.76,
SCH_0103,2024,6.0,,70.11,
SCH_0007,2020,11.0,,73.92,
SCH_0023,2019,6.0,,,
SCH_0048,2020,7.0,,,
SCH_0017,2020,9.0,57.17,88.45,0.0
SCH_0046,2024,12.0,67.7,64.42,1.0
SCH_0103,2021,2.0,53.82,89.2,0.0
SCH_0103,2024,2.0,,,
SCH_0075,2024,2.0,83.4,,
SCH_0010,2022,2.0,48.95,83.31,1.0
SCH_0008,2023,9.0,60.8,,
SCH_0088,2024,8.0,,70.36,
SCH_0058,2022,5.0,41.87,,
SCH_0043,2022,5.0,,79.92,
SCH_0054,2021,7.0,65.08,,
SCH_0096,2023,9.0,85.95,81.64,0.0
SCH_0022,2023,6.0,46.82,,
SCH_0098,2020,7.0,,99.5,
SCH_0119,2021,11.0,70.46,98.45,0.0
SCH_0014,2019,4.0,,,
SCH_0095,2019,9.0,,,
SCH_0113,2023,1.0,65.86,,
SCH_0031,2021,4.0,,,
SCH_0057,2019,8.0,,86.12,
SCH_0015,2023,4.0,,,
SCH_0085,2022,4.0,,81.41,
SCH_0057,2019,11.0,54.16,62.73,1.0
SCH_0115,2020,1.0,,86.11,
SCH_0084,2021,12.0,,,
SCH_0071,2022,8.0,,,
SCH_0057,2024,12.0,,,
SCH_0085,2022,3.0,56.84,,
SCH_0060,2020,2.0,,73.64,
SCH_0021,2023,11.0,,,
SCH_0007,2019,7.0,,,
SCH_0025,2024,10.0,,,
SCH_0047,2021,2.0,54.01,,
SCH_0108,2021,2.0,67.71,69.16,1.0
SCH_0116,2024,2.0,,72.56,
SCH_0025,2021,12.0,,96.67,
SCH_0008,2024,11.0,61.0,,
SCH_0040,2024,3.0,,,
SCH_0065,2021,,,78.18,
SCH_0031,2019,7.0,75.54,95.75,0.0
SCH_0091,2020,1.0,91.25,,
SCH_0108,2019,6.0,79.1,,
SCH_0106,2023,3.0,40.92,93.26,1.0
SCH_0025,2023,4.0,54.21,88.35,0.0
SCH_0076,2019,2.0,,,
SCH_0074,2023,3.0,56.21,98.24,0.0
SCH_0052,2020,9.0,,94.47,
SCH_0106,2020,11.0,69.74,,
SCH_0040,2019,5.0,75.39,90.13,0.0
SCH_0048,2019,12.0,81.29,82.56,0.0
SCH_0111,2024,11.0,,,
SCH_0103,2024,4.0,88.06,,
SCH_0081,2022,7.0,90.72,84.45,0.0
SCH_0075,2020,10.0,86.25,,
SCH_0022,2020,5.0,,,
SCH_0086,2024,6.0,78.37,65.04,1.0
SCH_0109,2024,,76.44,85.14,0.0
SCH_0034,2020,,,,
SCH_0027,2024,12.0,,63.48,
SCH_0062,2019,2.0,,74.39,
SCH_0001,2020,9.0,,,
SCH_0086,2024,9.0,70.52,90.11,0.0
SCH_0086,2024,7.0,,98.11,
SCH_0076,2023,3.0,,,
SCH_0024,2020,10.0,60.23,63.99,1.0
SCH_0109,2019,12.0,43.16,,
SCH_0067,2024,1.0,47.69,,
SCH_0027,2024,5.0,48.44,,
SCH_0078,2019,12.0,66.71,61.16,1.0
SCH_0029,2022,2.0,65.13,,
SCH_0007,2022,9.0,,,
SCH_0112,2019,7.0,,,
SCH_0009,2021,3.0,,78.51,
SCH_0006,2020,3.0,,73.5,
SCH_0116,2019,2.0,,82.13,
SCH_0042,2022,6.0,52.01,80.69,0.0
SCH_0048,2023,10.0,57.37,,
SCH_0033,2024,12.0,,,
SCH_0004,2019,9.0,56.05,63.91,1.0
SCH_0114,2021,4.0,,,
SCH_0120,2022,9.0,71.95,88.36,0.0
SCH_0051,2019,11.0,86.6,66.67,1.0
SCH_0043,2020,9.0,85.84,77.77,0.0
SCH_0087,2019,,,67.44,
SCH_0101,2019,,74.8,,
SCH_0057,2019,1.0,83.41,,
SCH_0082,2024,7.0,88.81,,
SCH_0067,2019,1.0,88.48,,
SCH_0058,2021,10.0,54.78,,
SCH_0077,2022,10.0,93.36,,
SCH_0088,2021,1.0,94.6,91.13,0.0
SCH_0013,2021,10.0,41.26,,
SCH_0040,2020,4.0,,61.33,
SCH_0075,2022,3.0,67.53,85.63,0.0
SCH_0084,2024,3.0,,,
SCH_0010,2020,8.0,,,
SCH_0044,2020,4.0,,64.71,
SCH_0085,2021,,,95.89,
SCH_0010,2019,11.0,71.0,71.05,1.0
SCH_0028,2023,6.0,72.3,,
SCH_0010,2022,1.0,,,
SCH_0051,2024,5.0,,77.34,
SCH_0008,2019,4.0,56.03,99.98,0.0
SCH_0024,2020,,63.89,,
SCH_0111,2021,11.0,,,
SCH_0042,2022,11.0,,,
SCH_0114,2021,11.0,51.95,,
SCH_0097,2023,7.0,46.81,85.5,1.0
SCH_0080,2020,2.0,86.34,75.26,0.0
SCH_0019,2020,11.0,88.11,76.05,0.0
SCH_0108,2023,9.0,,,
SCH_0012,2021,8.0,47.7,,
SCH_0063,2019,10.0,,,
SCH_0108,2024,11.0,88.82,,
SCH_0022,2024,3.0,,,
SCH_0082,2022,11.0,86.75,,
SCH_0062,2023,7.0,90.99,,
SCH_0083,2021,7.0,72.47,,
SCH_0063,2021,2.0,70.37,,
SCH_0110,2019,9.0,92.37,95.65,0.0
SCH_0010,2024,,,,
SCH_0120,2023,9.0,,,
SCH_0096,2021,6.0,,66.21,
SCH_0080,2019,12.0,,,
SCH_0067,2020,8.0,,81.53,
SCH_0120,2019,2.0,,,
SCH_0107,2022,,65.23,,
SCH_0050,2020,5.0,90.22,77.94,0.0
SCH_0033,2024,8.0,,78.03,
SCH_0063,2024,2.0,,,
SCH_0111,2024,6.0,73.55,,
SCH_0106,2024,1.0,94.79,,
SCH_0119,2024,2.0,68.12,,
SCH_0035,2021,10.0,71.4,,
SCH_0116,2020,8.0,,,
SCH_0075,2019,12.0,70.99,71.11,1.0
SCH_0074,2023,10.0,,62.91,
SCH_0081,2020,10.0,41.86,,
SCH_0074,2019,9.0,54.61,63.06,1.0
SCH_0029,2020,,44.2,61.29,1.0
SCH_0031,2022,12.0,68.77,,
SCH_0005,2022,11.0,58.77,88.11,0.0
SCH_0001,2022,8.0,40.65,,
SCH_0054,2023,6.0,84.36,75.55,0.0
SCH_0048,2023,,,,
SCH_0039,2022,1.0,,83.17,
SCH_0001,2021,5.0,42.28,,
SCH_0073,2021,3.0,,65.83,
SCH_0052,2024,5.0,94.01,73.35,0.0
SCH_0075,2019,2.0,,93.63,
SCH_0087,2024,10.0,,,
SCH_0040,2022,9.0,75.04,82.55,0.0
SCH_0076,2022,10.0,52.84,95.03,0.0
